passage_id,passage_text,question_text,correct_answer,gpt2_answer,bleu_score,nist_score
271,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
",What does the tree mean when it says “you have got to be kidding me!”?,I think you are joking.,It means that the tree is a wizard.,0.0,0.0
271,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
","Reread this phrase: ""No tree in their right root!"" Which of the following phrases is that line most likely based on?","""No one in their right mind!""","""No tree in their right root""",0.32466791547509893,1.723308333814104
271,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
","The title of this passage contains the word ""disdainful"". Based on the passage, what do you think the word ""disdainful"" means?",Showing a lack of respect,"I think it means ""disgusting"".",0.0,0.0
271,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
","Choose the correct word to finish this sentence from the passage: ""The great oak tree looked down at the small wizard in his pointy _____.""",Hat,"""The great oak tree looked down at the small wizard in his pointy",0.0,0.0
271,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
",What is the most likely setting for this passage?,A forest,The Great Oak Tree.,0.0,0.0
271,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
",What do you think happened in the story right before this scene?,The wizard offered the tree a deal.,I think the wizard was trying to get the tree to agree to the plan.,0.07432998184513635,0.7581517887391707
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
","What is the purpose of the ellipses (...) in the sentence, ""'But...um...so...what do I do now?'""?",To show that the broom is uncertain and unsure.,The ellipses are used to indicate that the sentence is a question.,0.08054496384843701,1.0566416671474375
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
",How does the broom feel about coming to life?,"First he feels gleeful, then he feels a bit uncertain.",It's,0.0,0.0
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
",What is the genre of this passage?,Fantasy,It's a short story.,0.0,0.0
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
","What aspects of this passage make it ""fantasy""?",Both B and C.,"The broom is a magical creature, and the ""fantasy"" is that it is a",0.028398387225677897,0.14285714285714285
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
",Which of the titles could also work for this passage?,The Talking Broom,"""The Great and Powerful Magician""",0.10682175159905853,0.31699250014423125
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
",Why did the author most likely write this passage?,To entertain readers with a tale about a household object that comes to life.,The author was trying to make the reader sympathize with the character.,0.03408991996483855,0.49867671657406965
273,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
","Which of the following author's craft techniques were used to create an exciting, fast-moving mood in the passage?",Both A and B.,The author,0.0,0.0
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",What happened first in the story?,The little girl looked up at the big rock.,The little girl was trying to sing to the rock.,0.17747405280050263,1.4960736118322675
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",The little girl DID NOT _________.,Sit on the rock,The little girl DID NOT _________.,0.08116697886877472,0.3333333333333333
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",What did the little girl want the rock to do?,Sing,She wanted the rock to sing.,0.08116697886877472,0.0
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",Which kind of story is this?,Fable,It is a story about a little girl who wants to,0.0,0.0
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",What happened first in the story?,The little girl looked up at the big rock.,The little girl was trying to sing to the rock.,0.17747405280050263,1.4960736118322675
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",What is the same about the end of each part of the story?,"They all end with ""the big rock just sat there.""",The end of each part of the story is the same,0.044568827606990644,0.6039869263431569
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",Why did the author most likely write this passage?,To entertain us.,Because it is a perfect example of the author's lack,0.0,0.0
288,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",How did the little girl feel at the end of the story?,Mad,She was so happy.,0.0,0.0
295,"Marcie pulled her shoebox out from under the bed. It was blue and orange with her name on it. It was the box she kept all her secrets in. She lifted off the lid. 
	She had been away at camp all summer. She had to make sure that all her secrets were still safe.
	She took each object out, one at a time. 
	Notebook? Check! 
	Photos? Check! 
	Mood ring? Check! 
	Letter from her alien pen-pal? Not check! It was gone!
",What is a “pen-pal”?,Friends who exchange letters but don't live in the same place.,A pen-pal.,0.0,0.0
295,"Marcie pulled her shoebox out from under the bed. It was blue and orange with her name on it. It was the box she kept all her secrets in. She lifted off the lid. 
	She had been away at camp all summer. She had to make sure that all her secrets were still safe.
	She took each object out, one at a time. 
	Notebook? Check! 
	Photos? Check! 
	Mood ring? Check! 
	Letter from her alien pen-pal? Not check! It was gone!
",Which description of Marcie’s secrets box is NOT correct? ,It was blue and red.,"The one that says ""I have a secret box that",0.0,0.0
295,"Marcie pulled her shoebox out from under the bed. It was blue and orange with her name on it. It was the box she kept all her secrets in. She lifted off the lid. 
	She had been away at camp all summer. She had to make sure that all her secrets were still safe.
	She took each object out, one at a time. 
	Notebook? Check! 
	Photos? Check! 
	Mood ring? Check! 
	Letter from her alien pen-pal? Not check! It was gone!
",True or false: Marcie's mood ring was missing.,False,False.,0.3535533905932738,0.0
355,"I have a pet bunny. He lives in a cage. I take bunny outside. Bunny hops into the garden. Hop. Hop. Hop.

“I am hungry,” says bunny. 

Bunny eats a stick. Crunch. Crunch. Crunch.

“Sticks are not bunny food,” I say.

Bunny eats a flower. Munch. Munch. Munch.

“Flowers are not bunny food,” I say.

Bunny eats a tomato. Chomp. Chomp. Chomp.

“Tomatoes are not bunny food,” I say.

I pick a carrot from the garden.

“Now that is a good lunch,” says bunny. 


",Where does bunny live?,In a cage,In a cage.,0.8408964152537145,1.5849625007211563
355,"I have a pet bunny. He lives in a cage. I take bunny outside. Bunny hops into the garden. Hop. Hop. Hop.

“I am hungry,” says bunny. 

Bunny eats a stick. Crunch. Crunch. Crunch.

“Sticks are not bunny food,” I say.

Bunny eats a flower. Munch. Munch. Munch.

“Flowers are not bunny food,” I say.

Bunny eats a tomato. Chomp. Chomp. Chomp.

“Tomatoes are not bunny food,” I say.

I pick a carrot from the garden.

“Now that is a good lunch,” says bunny. 


",What is a good lunch for bunny?,Carrots,A carrot.,0.0,0.0
355,"I have a pet bunny. He lives in a cage. I take bunny outside. Bunny hops into the garden. Hop. Hop. Hop.

“I am hungry,” says bunny. 

Bunny eats a stick. Crunch. Crunch. Crunch.

“Sticks are not bunny food,” I say.

Bunny eats a flower. Munch. Munch. Munch.

“Flowers are not bunny food,” I say.

Bunny eats a tomato. Chomp. Chomp. Chomp.

“Tomatoes are not bunny food,” I say.

I pick a carrot from the garden.

“Now that is a good lunch,” says bunny. 


",How does the author create a rhythm through the story?,By repeating a word three times at the end of every second line.,The rhythm is created by the author.,0.03314288201886802,0.21013832556472545
355,"I have a pet bunny. He lives in a cage. I take bunny outside. Bunny hops into the garden. Hop. Hop. Hop.

“I am hungry,” says bunny. 

Bunny eats a stick. Crunch. Crunch. Crunch.

“Sticks are not bunny food,” I say.

Bunny eats a flower. Munch. Munch. Munch.

“Flowers are not bunny food,” I say.

Bunny eats a tomato. Chomp. Chomp. Chomp.

“Tomatoes are not bunny food,” I say.

I pick a carrot from the garden.

“Now that is a good lunch,” says bunny. 


","If bunny was given a stick, a flower, a tomato, and a carrot all side by side, which do you think he would choose to eat?",The carrot,I think he would choose the carrot.,0.13134549472120793,0.2857142857142857
355,"I have a pet bunny. He lives in a cage. I take bunny outside. Bunny hops into the garden. Hop. Hop. Hop.

“I am hungry,” says bunny. 

Bunny eats a stick. Crunch. Crunch. Crunch.

“Sticks are not bunny food,” I say.

Bunny eats a flower. Munch. Munch. Munch.

“Flowers are not bunny food,” I say.

Bunny eats a tomato. Chomp. Chomp. Chomp.

“Tomatoes are not bunny food,” I say.

I pick a carrot from the garden.

“Now that is a good lunch,” says bunny. 


","Why does the author use the words ""crunch,"" ""munch,"" and ""chomp""?",To show the sounds of bunny eating.,"The words ""crunch,"" ""m",0.07545383788761363,0.18741497459564194
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
","Which word was at the end of this line: ""Hop like a _______.""",Bunny,"""Hop like a _______.""",0.0,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",Which animal is in the story?,Snake,The dog.,0.0,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",Which of these words from the story has 3 syllables (beats)?,Kangaroo,I can be a bear.,0.0,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",Most of the animals in the story are zoo animals. Which of the animals below would NOT be in this group?,"Cows, pigs, horses","The elephant, the giraffe, the giraffe,",0.0,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",Where is the child playing?,Playground,At the playground.,0.2259005009024612,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",How does the main character have fun at the playground?,Pretending to be different animals.,He has fun at the playground.,0.0,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",The child in the story is having: _________.,Fun,_________.,0.0,0.0
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",Why do you think the author most likely wrote this story?,To entertain you with a story about a kid at the park.,I think it's because he was a child.,0.0334950357084578,0.16156015629507223
357,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
",Which of these things would someone NOT do at the playground?,Wash the car.,I don't know.,0.0,0.0
833,"She splashed up the river. She looked this way and that. 
	""Is anyone there?"" she called.
",What is the main character's name?,It is impossible to know,"""I don't know.",0.11598118436136108,0.2575878126341961
833,"She splashed up the river. She looked this way and that. 
	""Is anyone there?"" she called.
",What is the setting of this scene?,A river,The setting is the city of New York.,0.0,0.0
833,"She splashed up the river. She looked this way and that. 
	""Is anyone there?"" she called.
",What is the girl/woman in the story doing?,Looking for someone,She is a young woman who is trying to get to the other side of the river.,0.0,0.0
833,"She splashed up the river. She looked this way and that. 
	""Is anyone there?"" she called.
","What does the word ""splash"" describe about the water?",The sound of the water,It's a splash.,0.0,0.0
833,"She splashed up the river. She looked this way and that. 
	""Is anyone there?"" she called.
","What does it mean that she ""looked this way and that""?","She looked to the left, and to the right.",It means that she was looking for someone.,0.04873498938813619,0.37372915454403033
836,"""Where?s the light switch in here?? Ted asked.
""There are none!? came an angry voice. ""This is a cave. MY cave, in fact.?
",How many characters are in this scene?,2,There are four.,0.0,0.0
836,"""Where?s the light switch in here?? Ted asked.
""There are none!? came an angry voice. ""This is a cave. MY cave, in fact.?
",Where does this scene take place?,A cave,In the cave.,0.2259005009024612,0.3333333333333333
836,"""Where?s the light switch in here?? Ted asked.
""There are none!? came an angry voice. ""This is a cave. MY cave, in fact.?
",Why do you think the voice is angry?,Because Ted is in their cave.,Because I'm a caveman.,0.0968846456343324,0.32312031259014445
836,"""Where?s the light switch in here?? Ted asked.
""There are none!? came an angry voice. ""This is a cave. MY cave, in fact.?
","Why is the word ""MY"" in capital letters?",To show that the character is saying it loudly.,Because it's the name of the cave.,0.04935157841536379,0.3469789080350858
837,"The trees shook. The ground rumbled. Sal spun around. 
	""STAMPEDE!? she yelled.
",Who is the main character of this story?,Sal,The main character is a girl named Sal.,0.05522397783539471,0.0
837,"The trees shook. The ground rumbled. Sal spun around. 
	""STAMPEDE!? she yelled.
",Why did the trees shake and the ground rumble?,Because the stampede was coming.,Because the ground was moving.,0.23643540225079396,1.3931568569324173
837,"The trees shook. The ground rumbled. Sal spun around. 
	""STAMPEDE!? she yelled.
","What is a ""stampede""?",A group of animals all running together,A stampede is a stampede of people.,0.07809849842300641,0.8021014063021726
840,"Sam saw the lion through the grass. And the lion saw Sam.
",Sam and the lion were probably ______________.,crouching low to the ground,Yes.,0.0,0.0
840,"Sam saw the lion through the grass. And the lion saw Sam.
",What will most likely happen next?,The lion will attack Sam.,The lion will kill Sam.,0.42728700639623407,1.8575424759098897
840,"Sam saw the lion through the grass. And the lion saw Sam.
",Which word pairs start with the same sound?,Sam saw,"The word ""s"" and the word ""r"" are the same sound.",0.0,0.0
840,"Sam saw the lion through the grass. And the lion saw Sam.
",How do the first two words of this passage match the last two words?,"They are exactly the same, in reverse order.",The first two words are the same.,0.12600736402830257,1.1926018925656026
841,"	""The map says left"", said Bri.
	""But my heart says right!"" cried Rob.
	""Is your heart full of hidden treasure?"" asked Bri.
	""Yes."" Rob replied. ""At least, that's what my mom says.""
","What does Rob mean by ""my heart says right""?","He believes they should go right, not left.",He means that his heart is telling him that he should go to the right place.,0.05816635421147516,0.75
841,"	""The map says left"", said Bri.
	""But my heart says right!"" cried Rob.
	""Is your heart full of hidden treasure?"" asked Bri.
	""Yes."" Rob replied. ""At least, that's what my mom says.""
",Where is the map leading them?,To hidden treasure,To the treasure.,0.2686424829558855,1.0566416671474375
841,"	""The map says left"", said Bri.
	""But my heart says right!"" cried Rob.
	""Is your heart full of hidden treasure?"" asked Bri.
	""Yes."" Rob replied. ""At least, that's what my mom says.""
","Why are some sentences inside of quotation marks ("")?",To show that a character is speaking.,Because they are not part of the sentence.,0.0,0.0
841,"	""The map says left"", said Bri.
	""But my heart says right!"" cried Rob.
	""Is your heart full of hidden treasure?"" asked Bri.
	""Yes."" Rob replied. ""At least, that's what my mom says.""
",What does Rob's mom say?,The Rob's heart is full of hidden treasure.,"""I'm not sure.",0.0,0.0
844,"Beth peeked through the crack in the door. A group of people stood on the ship's deck. Some had big hats. Some had pet parrots. Some had peg legs. 
	""Pirates!""


","Who do you think is saying ""Pirates!""?",Beth,I don't know.,0.0,0.0
844,"Beth peeked through the crack in the door. A group of people stood on the ship's deck. Some had big hats. Some had pet parrots. Some had peg legs. 
	""Pirates!""


",Why is Beth most likely looking through a crack in the door?,Because she is hiding.,Because she's a pirate.,0.15973577606156814,0.5
844,"Beth peeked through the crack in the door. A group of people stood on the ship's deck. Some had big hats. Some had pet parrots. Some had peg legs. 
	""Pirates!""


",Where is Beth?,On a pirate ship,She's in the back of the ship.,0.06567274736060397,0.2857142857142857
846,"""Where do I look for clues?"" Jen thought. ""In a tree? In the closet? Under my bed? I don't even know where the crime scene is!""
",True or False: Jen knows where the crime scene is.,False,False.,0.3535533905932738,0.0
846,"""Where do I look for clues?"" Jen thought. ""In a tree? In the closet? Under my bed? I don't even know where the crime scene is!""
",What does Jen want to do?,Solve a crime.,She wants to find out what happened to her.,0.0,0.0
846,"""Where do I look for clues?"" Jen thought. ""In a tree? In the closet? Under my bed? I don't even know where the crime scene is!""
",Which of the following sentences is NOT a question?,"""I don't even know where the crime scene is!""","""Where",0.00011860394951226284,4.582058283005822e-09
846,"""Where do I look for clues?"" Jen thought. ""In a tree? In the closet? Under my bed? I don't even know where the crime scene is!""
","What is a ""crime scene""?",The place where a crime happened.,A crime scene is a place where a crime occurred.,0.2626909894424158,1.0339850002884625
848,"The footprints led down the path. They led around the corner. They led up the steps. 
	Silas put his hand on the door. ""Thief!"" he cried. ""I?ve got you now!""
",What was Silas doing?,Following a trail of footprints.,He was trying to get the thief to open the door.,0.0,0.0
848,"The footprints led down the path. They led around the corner. They led up the steps. 
	Silas put his hand on the door. ""Thief!"" he cried. ""I?ve got you now!""
",Whose footprints was Silas following?,A thief's,The footprints of the thief.,0.0,0.0
848,"The footprints led down the path. They led around the corner. They led up the steps. 
	Silas put his hand on the door. ""Thief!"" he cried. ""I?ve got you now!""
",Which action happened first?,The thief walked by.,The thief ran.,0.32372956394183194,0.9405856497751508
848,"The footprints led down the path. They led around the corner. They led up the steps. 
	Silas put his hand on the door. ""Thief!"" he cried. ""I?ve got you now!""
",What does Silas want to do?,Catch the thief.,He wants to kill the thief.,0.16233395773754944,0.5283208335737187
849,"Gabby swam along the ocean floor. All was dark and silent. She stared into shadows. She looked under rocks. 
	At last she saw it. The golden ring!
",What was Gabby doing?,Looking for a golden ring,She was swimming.,0.0,0.0
849,"Gabby swam along the ocean floor. All was dark and silent. She stared into shadows. She looked under rocks. 
	At last she saw it. The golden ring!
",Where does this story take place?,Underwater,The story takes place in the year 20XX.,0.0,0.0
849,"Gabby swam along the ocean floor. All was dark and silent. She stared into shadows. She looked under rocks. 
	At last she saw it. The golden ring!
","Which sentence could best replace: ""All was dark and silent"" in the story?","""All was dim and quiet.""","""All was dark and silent"" is the best sentence.",0.10552670315936319,0.7739760316291208
849,"Gabby swam along the ocean floor. All was dark and silent. She stared into shadows. She looked under rocks. 
	At last she saw it. The golden ring!
","Reread the sentence: ""At last she saw it."" What does the word ""it"" stand in for here?",The ring,It stands for the ring.,0.21364350319811704,0.4
851,"Levi held his breath. They crept down the hall. They reached the drawer. He reached out his hand? But David tripped! The flashlight flew out of his hand! It spun in the air! Then it hit the floor with a loud CRASH!
",What do you think most likely happens next in the story?,Other people hear the loud noise and come find Levi and David.,The flashlight is still spinning in the air.,0.0334950357084578,0.22406015629507223
851,"Levi held his breath. They crept down the hall. They reached the drawer. He reached out his hand? But David tripped! The flashlight flew out of his hand! It spun in the air! Then it hit the floor with a loud CRASH!
","Which sense does the word ""CRASH"" relate to?",Sound,"The sense of ""crash"" is the sense of ""crash"" that",0.0,0.0
