id,passageId,skillId,skillTierId,questionTypeId,question,potentialAnswers,correctAnswers,atLeast,difficulty,disabled,rationale,updatedAt,createdAt,commonCoreId,isDeleted,Question Type
20,81,13,1,1,"Which meaning of light is used in the sentence? “Abbatha was so light and small, that the old man had no idea what had happened.”","[""Pale"", ""Not a deep or dark color"", ""Whitish"", ""Doesn't weigh a lot""]","[""Doesn't weigh a lot""]",,4,0,,2020-05-31 20:34:46,2019-03-20 20:03:16,20,0,Inferential
21,81,8,1,4,Why do you think no one could hear Abbatha when she screamed and yelled? (Choose all of the correct answers),"[""No one was listening."", ""There was too much going on."", ""Her voice wasn’t very loud."", ""Because she was in the coat pocket it was hard to hear her.""]","[""Her voice wasn’t very loud."", ""Because she was in the coat pocket it was hard to hear her.""]",,5,0,,2020-11-06 16:22:57,2019-03-20 20:03:16,30,0,Inferential
22,81,8,1,4,How do you think the old man felt when he heard Abbatha whisper in his ear? (Choose all that apply),"[""Frightened"", ""Startled"", ""Silly"", ""Confused""]","[""Frightened"", ""Startled"", ""Confused""]",,5,0,,2020-11-06 16:24:18,2019-03-20 20:03:16,30,0,Inferential
23,81,2,1,1,"When the author said Abbatha is standing on the windowsill sweeping and the wicked old man puts her in his coat pocket, a reader should imagine Abbatha is about as tall as","[""A new pencil."", ""A first grader."", ""A car."", ""A principal.""]","[""A new pencil.""]",,3,0,,2020-05-31 20:36:26,2019-03-20 20:03:16,3,0,Inferential
24,240,3,1,1,Flush toilets have been around since:,"[""Clay was invented."", ""1900 BCE."", ""People needed fertilizer."", ""People lived in cities.""]","[""1900 BCE.""]",,7,0,,2020-09-11 15:57:54,2019-03-20 20:03:16,62,0,Inferential
27,240,13,1,1,"What is the best meaning of  ""drawing"" in this sentence: ""The toilets worked by drawing water into jars through the pipes, and then emptying the jars through the toilet holes and into waste pits""?","[""A really pretty picture."", ""To bring, take, or pull out."", ""To swim."", ""To drink.""]","[""To bring, take, or pull out.""]",,7,0,,2020-09-11 16:01:04,2019-03-20 20:03:16,63,0,Inferential
28,240,14,1,1,The author wants you to know:,"[""That you know how flush toilets work."", ""That flush toilets were invented thousands of years ago."", ""That not everyone had water wells back then."", ""That it's important not to mess around in the Indus Valley.""]","[""That flush toilets were invented thousands of years ago.""]",,7,0,,2020-09-11 16:02:18,2019-03-20 20:03:16,65,0,Inferential
29,240,6,1,1,This passage is an example of nonfiction because:,"[""It is entertaining."", ""There is a specific date and facts."", ""Toilets are nonfiction."", ""All houses had wells.""]","[""There is a specific date and facts.""]",,7,0,,2020-09-11 16:04:13,2019-03-20 20:03:16,49,0,Inferential
31,240,14,1,1,Why did the author most likely write this story?,"[""To encourage readers to build toilet systems similar to what was used in the Ancient Indus Valley Civilization."", ""To chronicle the spread of disease."", ""To explain to readers the earliest history of the toilet."", ""To persuade readers to check their pipes for precious clay.""]","[""To explain to readers the earliest history of the toilet.""]",,7,0,,2020-12-21 22:36:19,2019-03-20 20:03:16,65,0,Inferential
33,240,8,1,1,Why do you think it was important to have flush toilets in a city? Choose the best answer:,"[""It kept the city clean and free from many diseases."", ""It created jobs."", ""It was the only place to get fertiizer."", ""Only the rich could have them.""]","[""It kept the city clean and free from many diseases.""]",,7,0,,2020-09-11 16:16:16,2019-03-20 20:03:16,121,0,Inferential
34,224,14,1,1,The author wants you to give out cocoa beans for Halloween:,"[""True"", ""False""]","[""False""]",,3,0,,2020-09-09 01:33:39,2019-03-20 20:03:16,28,0,Inferential
36,224,4,1,1,What is the main idea of this passage?,"[""Cocoa beans are worth a million dollars."", ""Cocoa beans were an integral part of Aztec culture."", ""It's important to save your beans to buy a rabbit."", ""Halloween is coming up soon.""]","[""Cocoa beans were an integral part of Aztec culture.""]",,3,0,,2020-09-09 01:39:25,2019-03-20 20:03:16,8,0,Inferential
39,224,3,1,1,Why did the Aztecs use cocoa beans as money?,"[""There weren't many cocoa trees."", ""They smelled better than the other kinds of money."", ""They could do more with the beans than they could with regular money."", ""The beans were seen as valuable and could be used to barter.""]","[""The beans were seen as valuable and could be used to barter.""]",,3,0,,2020-09-09 01:41:54,2019-03-20 20:03:16,23,0,Inferential
40,224,6,1,1,This text passage is an example of,"[""Nonfiction"", ""Comedy"", ""Horror"", ""Thriller""]","[""Nonfiction""]",,4,0,,2020-09-09 01:43:11,2019-03-20 20:03:16,18,0,Inferential
41,224,13,1,1,"What does ""valuable"" mean in the following sentence: ""Because of that, cacao beans were valuable and they were used as money!""?","[""You could buy things with it."", ""Something of great worth."", ""Food costs money."", ""You have to take care of it.""]","[""Something of great worth.""]",,4,0,,2020-09-09 01:44:52,2019-03-20 20:03:16,25,0,Inferential
42,224,13,1,1,"What is an antonym (opposite) of the word ""reality""?","[""Nonfiction"", ""Fantasy"", ""Comedy"", ""Horror""]","[""Fantasy""]",,4,0,,2020-09-09 01:46:11,2019-03-20 20:03:16,25,0,Inferential
44,242,13,1,1,"The word ""emperor"" is closest in meaning to:","[""Horse"", ""Consul"", ""Leader"", ""Historian""]","[""Leader""]",,7,0,,2020-09-14 21:47:46,2019-03-20 20:03:16,51,0,Inferential
45,242,14,1,1,"Why would the author include the jokes, ""I guess if the horse disagreed with any laws being passed, he could just shout out 'Neigh'!"" and ""But, whether Caligula was serious or just horsin' around..."" ?","[""to emphasize that Incitatus is beautiful"", ""to distract you from the story"", ""to use humor to engage the reader"", ""to help us see that Caligula was not a popular leader""]","[""to use humor to engage the reader""]",,7,0,,2020-09-14 21:09:33,2019-03-20 20:03:16,53,0,Inferential
47,242,20,1,1,"What does the author most likely mean when she prefaces the story with the words, ""According to legend...""?","[""That the events described in the passage may or may not have really happened."", ""That the facts within the passage are of critical historical importance."", ""That Caligula absolutely was not a real person."", ""That the story is quite old.""]","[""That the events described in the passage may or may not have really happened.""]",,7,0,,2020-09-14 21:48:50,2019-03-20 20:03:16,65,0,Inferential
48,242,8,1,1,Which of the following details from the text could be used to support the claim that Caligula may have been crazy?,"[""\""Caligula thought Incitatus was the coolest, fastest, most beautiful horse in all the land!\"""", ""\""Caligula wanted to make Incitatus a “consul” which was a very important and high-ranking elected position in the Roman government, sort of like a senator.\"""", ""\""Caligula was not the world’s most popular leader, so a lot of people made up stories about him.\"""", ""\""Incitatus was a horse for the ages!\""""]","[""\""Caligula wanted to make Incitatus a “consul” which was a very important and high-ranking elected position in the Roman government, sort of like a senator.\""""]",,7,0,,2020-09-14 21:49:19,2019-03-20 20:03:16,60,0,Inferential
49,242,8,1,1,"What do you think the auther intended the word ""Neigh"" to mean?","[""No"", ""Maybe"", ""Yes"", ""Okay""]","[""No""]",,7,0,,2020-09-14 21:50:09,2019-03-20 20:03:16,60,0,Inferential
51,242,8,1,1,What do you think is true about Caligula according to the story?,"[""He didn't like horses."", ""He was well-loved by many."", ""He treated Incitatus badly."", ""He spoiled Incitatus with rich gifts.""]","[""He spoiled Incitatus with rich gifts.""]",,7,0,,2020-11-07 15:55:58,2019-03-20 20:03:16,60,0,Inferential
52,242,3,1,1,Which of the following descriptions best matches Caligula's relationship with his horse?,"[""Caligula neglected to care for the needs of his horse, Incitatus, often forgetting to leave out food and clean water."", ""Caligula preferred to ride Incitatus (rather than his other horses) into battle because Incitatus was known for being exceptionally swift."", ""Caligula had a highly elevated impression of Incitatus, regarding the horse like a person or sometimes even like a god."", ""Caligula enjoyed riding Incitatus, and treated the horse like a beloved family pet.""]","[""Caligula had a highly elevated impression of Incitatus, regarding the horse like a person or sometimes even like a god.""]",,7,0,,2020-11-07 15:53:25,2019-03-20 20:03:16,60,0,Inferential
56,356,51,1,1,"The sentence, ""Casey wanted to bite him, like his most favourite bone"" includes what type of figurative language?","[""Simile"", ""Metaphor"", ""Exaggeration"", ""Imagery""]","[""Simile""]",,4,0,,2020-08-30 22:13:16,2019-03-20 20:03:16,33,0,Inferential
57,356,48,1,1,"The following small part of the passage contains what type of figurative language?:  Mom said, “Remember, be a good boy today!” Casey looked up at her, and with a bark said, “Okay!” Dad said, “Here is a nice new bone to chew! Because after all, that’s what good doggies do.”
","[""Rhyme"", ""Singing"", ""Repetition"", ""Simile""]","[""Rhyme""]",,4,0,,2020-08-30 22:14:23,2019-03-20 20:03:16,33,0,Inferential
58,356,6,1,1,What details in the story let you know that this is not realistic fiction?,"[""A dog is going to the beach."", ""Mom and Dad go to work."", ""A dog is able to understand all of the human speech."", ""Casey always wants to bite the mailman when he comes to the house.""]","[""A dog is able to understand all of the human speech.""]",,4,0,,2020-08-30 22:15:16,2019-03-20 20:03:16,18,0,Inferential
59,356,48,1,1,"What type of rhyme scheme is being used in the passage below? Mom said, “Remember, be a good boy today!” Casey looked up at her, and with a bark said, “Okay!” Dad said, “Here is a nice new bone to chew! Because after all, that’s what good doggies do.”
","[""ABAB"", ""AABB"", ""ABCABC"", ""ABCB""]","[""AABB""]",,4,0,,2020-08-30 22:16:29,2019-03-20 20:03:16,18,0,Inferential
61,356,8,1,1,How were Casey’s mom and dad good dog owners?,"[""They bought new bones for Casey."", ""They taught Casey lessons about good behavior."", ""They left him alone all day to go to work in the city."", ""Both A and B""]","[""Both A and B""]",,4,0,,2020-08-30 22:28:50,2019-03-20 20:03:16,17,0,Inferential
62,356,8,1,1,Why do you think Mom and Dad are going to bring Casey to the beach?,"[""Because they do not see him much during the week since they go to work."", ""To reward him for his good behavior at home."", ""To give him exercise since he is getting overweight."", ""Both A and B""]","[""Both A and B""]",,4,0,,2020-08-30 22:35:33,2019-03-20 20:03:16,17,0,Inferential
63,356,8,1,1,How does Casey most likely feel about himself at the end of the story?,"[""Proud of his behavior."", ""Excited to go to the beach."", ""Scared to go somewhere new."", ""Both A and B""]","[""Both A and B""]",,4,0,,2020-08-30 22:39:48,2019-03-20 20:03:16,19,0,Inferential
67,119,14,1,1,"Why did the author most likely write the passage, ""Cedarvale Hill""?","[""To inform readers about the icy conditions of the Cedarvale Hill."", ""To persuade readers to stay away from Cedarvale Hill and other dangerous sledding spots."", ""To explain Aidan's relationship with his mother."", ""To tell an entertaining story about a sledding adventure that three friends planned.""]","[""To tell an entertaining story about a sledding adventure that three friends planned.""]",,4,0,,2020-08-27 17:47:34,2019-03-20 20:03:16,19,0,Inferential
68,119,20,1,1,"Why is the phrase ""trash bags don't steer well"" repeated in the passage? How is it significant to the story?","[""It acts as foreshadowing, giving readers a clue that trash bags are not going to work successfully as sleds."", ""It shows that the children in the story are unintelligent, since they pick a poor household item to double as a sled."", ""It creates a sense of rhythm and flow throughout the passage that readers will notice as they read."", ""To make readers imagine trash bags with steering wheels.""]","[""It acts as foreshadowing, giving readers a clue that trash bags are not going to work successfully as sleds.""]",,4,0,,2020-08-27 17:48:35,2019-03-20 20:03:16,19,0,Inferential
71,119,5,1,4,What text evidence shows that Tara and Jack were excited about Aidan's idea to sled down Cedarvale Hill? Select all that apply. ,"[""They couldn't stop screaming."", ""They smiled with an excited look on their faces."", ""Jack punched the air."", ""They jumped up and down.""]","[""They smiled with an excited look on their faces."", ""Jack punched the air.""]",,6,0,,2020-09-01 20:46:08,2019-03-20 20:03:16,44,0,Inferential
72,119,8,1,1,"How is Aidan feeling when he reaches the top of the hill and can feel ""the bottoms of his feet go sweaty"" and when he ""had to swallow a lump in his throat""?","[""Excited"", ""Frustrated"", ""Calm"", ""Nervous""]","[""Nervous""]",,5,0,,2020-08-27 18:00:25,2019-03-20 20:03:16,30,0,Inferential
78,232,20,1,1,What is the purpose of the information included within parentheses?,"[""To provide more detail about the characters/settings described in the preceding sentences."", ""To provide secret information that the reader knows, but the character has not yet figured out."", ""To help to define difficult vocabulary that appears before it."", ""To remind readers of what they read in the first paragraph.""]","[""To provide more detail about the characters/settings described in the preceding sentences.""]",,7,0,,2020-09-13 17:39:52,2019-03-20 20:03:16,46,0,Inferential
80,232,8,1,1,Which detail supports the claim that Leah most likely performed headstands with the circus?,"[""\""This was even more difficult on the days when Bogdan was practicing riding his unicycle at the same time\"" (paragraph 2)"", ""\""Or maybe it was because she couldn't think straight unless she was standing on her head\"" (paragraph 1)"", ""\""When Leah left for school, Maria was always there hanging upside down from the doorframe to hand everyone their lunches\"" (paragraph 2)"", ""\""The halls were always packed with jugglers juggling jugs and people doing flips\"" (paragraph 3)""]","[""\""Or maybe it was because she couldn't think straight unless she was standing on her head\"" (paragraph 1)""]",,7,0,,2020-09-13 17:44:14,2019-03-20 20:03:16,55,0,Inferential
81,232,19,1,1,"According to this passage, adults can be students.","[""True"", ""False""]","[""True""]",,7,0,,2020-09-13 17:44:53,2019-03-20 20:03:16,55,0,Inferential
82,232,8,1,1,What detail best proves that the circus students do not always perform their tricks perfectly?,"[""\""No two acts were the same and that's what made it wonderful\"" (paragraph 3)"", ""\""Maria was always there hanging upside down\"" (paragraph 2)"", ""\""One time The Amazing Amanda perfected her magic act by disappearing all of Leah’s homework\"" (paragraph 3)"", ""\""The walls had burn marks here and there from the mornings when Leon was still a bit sleepy.\""""]","[""\""The walls had burn marks here and there from the mornings when Leon was still a bit sleepy.\""""]",,7,0,,2020-09-13 17:45:13,2019-03-20 20:03:16,55,0,Inferential
84,221,1,1,1,What do you think Mustafa will most likely do next?,"[""Stay hidden under his covers."", ""Go get his parents."", ""Sneak outside for a closer look."", ""Any of the above are reasonable predictions.""]","[""Any of the above are reasonable predictions.""]",,6,0,,2020-08-29 16:42:17,2019-03-20 20:03:16,42,0,Inferential
85,221,3,1,1,"Why did Mustafa get a feeling like ""an icy stone falling into his stomach"" after he first woke up?","[""He was cold upon waking."", ""He was not feeling well."", ""He was excited about his dream."", ""He remembered what happened during the night.""]","[""He remembered what happened during the night.""]",,6,0,,2020-08-29 16:44:31,2019-03-20 20:03:16,44,0,Inferential
86,221,13,1,1,"What is meant by the phrase ""having too-vivid of an imagination""?","[""Not having much of an imagination."", ""Having an over-active imagination."", ""Not being clear."", ""Being silly or funny.""]","[""Having an over-active imagination.""]",,6,0,,2020-08-29 16:45:20,2019-03-20 20:03:16,45,0,Inferential
88,221,20,1,1,Which of the following phrases show that Mustafa is afraid?,"[""\""His heart was starting to beat a little louder in his chest...\"""", ""\""...he noticed that the hand gripping his blanket was sweaty.\"""", ""\""Turning his back to the window he tried to steady his breath which was coming hard and fast.\"""", ""All of the Above""]","[""All of the Above""]",,6,0,,2020-08-29 16:49:18,2019-03-20 20:03:16,42,0,Inferential
89,221,2,1,1,"The author used several sound words to enhance the text. What did you visualize when reading; jab, patter, whisper?","[""The digger fighting with someone."", ""The sound of wind on the leaves of trees."", ""The digger shoveling up dirt and then tossing it away."", ""The digger talking to himself as he was digging.""]","[""The digger shoveling up dirt and then tossing it away.""]",,6,0,,2020-08-29 16:50:37,2019-03-20 20:03:16,45,0,Inferential
90,221,8,1,1,Why did Mustafa most likely not tell anyone about what kept waking him up?,"[""He didn't think anyone would believe him, and wasn't sure it was real."", ""He was worried that the digger would find out."", ""He liked the digger."", ""He didn't want to be prohibited from watching late night movies.""]","[""He didn't think anyone would believe him, and wasn't sure it was real.""]",,6,0,,2020-08-29 16:51:48,2019-03-20 20:03:16,44,0,Inferential
91,221,8,1,1,"The next morning, why did Mustafa laugh when he looked out the window?","[""Everything looked normal, so he figured it must have just been a bad dream."", ""He heard his family laughing at breakfast."", ""He was thinking about what his friends would say when he told them about his dream."", ""He was just happy he made it through the night.""]","[""Everything looked normal, so he figured it must have just been a bad dream.""]",,6,0,,2020-08-29 16:52:45,2019-03-20 20:03:16,44,0,Inferential
92,221,8,1,1,What evidence from the text supports the inference that all of this was most likely just a dream?,"[""Every night that week Mustafa had woken up to the same sound."", ""Mustafa no longer felt like going back to sleep."", ""The next morning Mustafa rose slowly, sitting up and letting the smoky scent of bacon wash over him pleasantly before even opening his eyes."", ""Even under the blankets on that warm night, Mustafa lay there shivering for a long time before he finally fell asleep.""]","[""The next morning Mustafa rose slowly, sitting up and letting the smoky scent of bacon wash over him pleasantly before even opening his eyes.""]",,6,0,,2020-08-29 16:53:42,2019-03-20 20:03:16,42,0,Inferential
95,26,26,1,1,Who is Sarah?,"[""The grandmother"", ""The daughter"", ""The neighbour"", ""The mother""]","[""The daughter""]",,3,0,,2020-06-03 18:53:23,2019-03-20 20:03:16,103,0,Inferential
97,26,1,1,1,"Do you think Grandma will be ""it"" next time they play?","[""Yes"", ""No""]","[""No""]",,4,0,,2020-06-03 18:55:14,2019-03-20 20:03:16,30,0,Inferential
98,26,4,1,1,How do you play hide-and-seek?,"[""Everyone hides and then they take a nap."", ""People hide and then one person goes and \""seeks\"" them."", ""Half the people hide, and half the people seek."", ""The person who falls asleep first, wins!""]","[""People hide and then one person goes and \""seeks\"" them.""]",,4,0,,2020-06-03 18:55:34,2019-03-20 20:03:16,2,0,Inferential
99,26,8,1,1,Why do you think Grandma was asleep?,"[""She didn't want to play the game."", ""Closing her eyes made her sleepy so she took a nap."", ""She got bored after counting for so long."", ""Sleeping helped her find the people hiding.""]","[""Closing her eyes made her sleepy so she took a nap.""]",,4,0,,2020-06-03 18:55:48,2019-03-20 20:03:16,30,0,Inferential
100,26,1,1,1,"How long do you think Dad, Mother, and Sarah hid before coming out of their hiding places?","[""A few seconds."", ""A few minutes."", ""The whole day."", ""A week.""]","[""A few minutes.""]",,4,0,,2020-06-03 18:56:01,2019-03-20 20:03:16,30,0,Inferential
108,199,5,1,1,How does Gunnlod feel about Odin at the end of the passage?,"[""She regards him as a kidnapper because he approached her in the cave."", ""She considers Odin a thief because he stole her father's Magic Mead."", ""She views him as a hero because he freed her from the cave."", ""She views him as a stranger.""]","[""She views him as a hero because he freed her from the cave.""]",,6,0,,2020-08-29 02:19:52,2019-03-20 20:03:16,55,0,Inferential
113,357,13,1,1,Which of these words from the story has 3 syllables (beats)?,"[""Playground"", ""Cheetah"", ""Kangaroo"", ""Snake""]","[""Kangaroo""]",,1,0,,2020-09-14 15:22:33,2019-03-20 20:03:16,83,0,Inferential
114,357,27,1,1,Most of the animals in the story are zoo animals. Which of the animals below would NOT be in this group?,"[""Cows, pigs, horses"", ""Snakes, lizards, birds"", ""Lions, tigers, bears"", ""Giraffes, zebras, monkeys""]","[""Cows, pigs, horses""]",,1,0,,2020-09-14 15:23:11,2019-03-20 20:03:16,81,0,Inferential
116,357,3,1,1,How does the main character have fun at the playground?,"[""Pretending to be different animals."", ""Climbing on the monkey bars."", ""Running and playing tag."", ""Going on the swings.""]","[""Pretending to be different animals.""]",,1,0,,2020-09-14 15:25:32,2019-03-20 20:03:16,84,0,Inferential
117,357,3,1,1,The child in the story is having: _________.,"[""Fun"", ""No fun"", ""A boring day"", ""A sad day""]","[""Fun""]",,1,0,,2020-09-14 15:26:12,2019-03-20 20:03:16,103,0,Inferential
118,357,14,1,1,Why do you think the author most likely wrote this story?,"[""To warn children about how slides and swings in the park can be dangerous."", ""To remind you to take turns when playing at the park."", ""To entertain you with a story about a kid at the park."", ""To remind you to go to the park soon.""]","[""To entertain you with a story about a kid at the park.""]",,1,0,,2020-09-14 15:27:14,2019-03-20 20:03:16,83,0,Inferential
119,357,50,1,1,Which of these things would someone NOT do at the playground?,"[""Go on the swings."", ""Dig in the sandbox."", ""Climb the monkey bars."", ""Wash the car.""]","[""Wash the car.""]",,1,0,,2020-09-14 15:27:50,2019-03-20 20:03:16,83,0,Inferential
127,358,8,1,1,Why does Zach pretend he can't hear his mother calling him?,"[""If he hears her saying to go to bed, he has to go to bed."", ""To make her angry"", ""To make her laugh"", ""If he hears her saying to go to bed, he might start to feel tired.""]","[""If he hears her saying to go to bed, he has to go to bed.""]",,1,0,,2020-09-20 17:58:36,2019-03-20 20:03:16,85,0,Inferential
130,358,5,1,1,Why is Zach happy near the end of the passage?,"[""His mom gave him ice cream."", ""His mom said she would read him a story before bed."", ""He has a new toy."", ""He doesn’t have to go to school the next day.""]","[""His mom said she would read him a story before bed.""]",,1,0,,2020-09-20 17:59:11,2019-03-20 20:03:16,103,0,Inferential
132,112,7,1,1,Which lesson can readers learn from the story?,"[""Don't share your ice cream with friends."", ""Accidents happen."", ""Ice cream is bad for you."", ""Vanilla ice cream is the best flavour.""]","[""Accidents happen.""]",,4,0,,2020-09-05 20:12:46,2019-03-20 20:03:16,18,0,Inferential
133,112,14,1,1,Why did the author write this passage?,"[""To explain the dangers of walking with an ice cream."", ""To show that sometimes the outcome of an event isn't what you expect."", ""That your friends won't support you if you don't share.""]","[""To show that sometimes the outcome of an event isn't what you expect.""]",,4,0,,2020-09-05 20:14:18,2019-03-20 20:03:16,23,0,Inferential
135,112,2,1,1,"Based on the details within the text of ""Ice Cream Dream,"" what setting would NOT make sense?","[""A sidewalk"", ""A park"", ""A backyard"", ""A movie theater""]","[""A movie theater""]",,4,0,,2020-09-05 20:16:49,2019-03-20 20:03:16,19,0,Inferential
136,112,8,1,1,How do Luis and Ayesha feel about one another at the end of the story?,"[""Luis feels grateful and and Ayesha feels proud."", ""Luis feels proud and Ayesha feels grateful."", ""Luis feels jealous and Ayesha feels satisfied."", ""Luis feels satisfied and Ayesha feels jealous.""]","[""Luis feels grateful and and Ayesha feels proud.""]",,5,0,,2020-09-05 20:17:44,2019-03-20 20:03:16,32,0,Inferential
137,112,8,1,1,Why is it likely that Ayesha's hand feels sticky at the end of the passage?,"[""Her hand is bleeding slightly from when Luis tripped and collided with her."", ""She is sweaty from being outside on a summer day."", ""She tried to catch Luis' ice cream cone, but caught it upside down."", ""Her own ice cream cone melted onto her fingers.""]","[""She tried to catch Luis' ice cream cone, but caught it upside down.""]",,5,0,,2020-09-05 20:20:05,2019-03-20 20:03:16,30,0,Inferential
138,112,8,1,1,Ayesha's hand likely feels sticky at the end of the passage.,"[""True"", ""False""]","[""True""]",,5,0,,2020-09-05 20:21:12,2019-03-20 20:03:16,30,0,Inferential
139,112,8,1,1,Why were the other kids holding their breath?,"[""They were playing a game."", ""They were anticipating what would happen to the cone."", ""The park smelled bad."", ""They were underwater.""]","[""They were anticipating what would happen to the cone.""]",,5,0,,2020-09-05 20:22:30,2019-03-20 20:03:16,30,0,Inferential
140,112,8,1,1,Why do you think Ayesha wanted to catch the ice cream?,"[""She really wanted to eat it for herself."", ""She's on the baseball team."", ""Her friends dared her to do it."", ""She wanted to save it for her friend, Luis.""]","[""She wanted to save it for her friend, Luis.""]",,5,0,,2020-09-05 20:24:13,2019-03-20 20:03:16,30,0,Inferential
145,359,7,1,1,What is the theme of this passage?,"[""Trees look best in winter."", ""Winter brings many changes."", "" Snow is the best type of weather."", ""Colors do not matter.""]","[""Winter brings many changes.""]",,2,0,,2020-09-19 16:38:34,2019-03-20 20:03:16,102,0,Inferential
148,359,50,1,1,Where does this story take place?,"[""An office"", ""An airport"", ""A shopping mall"", ""A park""]","[""A park""]",,2,0,,2020-09-19 16:39:06,2019-03-20 20:03:16,107,0,Inferential
150,359,68,1,1,What is the same about the first and second sentence in each part?,"[""The first sentence says how something looks. The second sentence says why it looks that way."", ""The first and second sentences describe the same thing."", ""The first sentence always uses the verb \""looks.\"" The second sentence always uses the verb \""is.\"""", ""All of the above.""]","[""All of the above.""]",,2,0,,2020-09-19 16:39:21,2019-03-20 20:03:16,13,0,Inferential
164,182,13,1,1,"What does Ko mean when she says that she cannot ""camouflage"" herself at Selwyn's?","[""She doesn't like being orange."", ""She doesn't blend into the colors of the room."", ""She has trouble adjusting to the routine at the sorcerer's house."", ""She doesn't fit in with the other forest creatures living in the sorcerer's house.""]","[""She doesn't blend into the colors of the room.""]",,6,0,,2020-08-29 01:55:51,2019-03-20 20:03:16,45,0,Inferential
